,short_name,long_name,age,dob,height_cm,weight_kg,nationality,Team,League,league_rank,overall,potential,wage_eur,FIFA Position,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,Goals,General_Position,Appearances,Index
812,E. Skhiri,Ellyes Skhiri,24,1995-05-10,185,69,Tunisia,1. FC Köln,German 1. Bundesliga,1.0,78,82,20000,"CDM, CM",Right,1,3,3,Medium/High,66.0,68.0,72.0,74.0,79.0,74.0,1,Midfielder,19,812
817,J. Veretout,Jordan Veretout,26,1993-03-01,176,67,France,Roma,Italian Serie A,1.0,78,81,40000,"CM, CDM",Right,1,3,3,Medium/High,63.0,71.0,78.0,77.0,71.0,69.0,2,Midfielder,22,817
821,D. Berardi,Domenico Berardi,24,1994-08-01,183,72,Italy,Sassuolo,Italian Serie A,1.0,78,81,50000,"RW, ST",Left,2,3,4,High/Low,77.0,77.0,74.0,82.0,37.0,67.0,9,Forward,18,821
822,R. Gagliardini,Roberto Gagliardini,25,1994-04-07,190,77,Italy,Inter,Italian Serie A,1.0,78,81,50000,"CDM, CM",Right,2,2,3,Medium/High,61.0,63.0,71.0,74.0,77.0,73.0,2,Defender,11,822
825,H. Hateboer,Hans Hateboer,25,1994-01-09,187,74,Netherlands,Atalanta,Italian Serie A,1.0,78,81,50000,"RM, RB",Right,1,2,3,Medium/High,83.0,62.0,70.0,77.0,75.0,75.0,0,Defender,20,825
829,S. Duffy,Shane Patrick Michael Duffy,27,1992-01-01,193,76,Republic of Ireland,Brighton & Hove Albion,English Premier League,1.0,78,80,50000,CB,Right,1,3,2,Medium/High,47.0,45.0,51.0,48.0,78.0,80.0,1,Defender,14,829
830,F. Lejeune,Florian Lejeune,28,1991-05-20,189,89,France,Newcastle United,English Premier League,1.0,78,80,40000,CB,Right,2,3,2,Medium/High,49.0,57.0,61.0,65.0,78.0,79.0,2,Defender,6,830
831,L. Dunk,Lewis Dunk,27,1991-11-21,192,88,England,Brighton & Hove Albion,English Premier League,1.0,78,80,50000,CB,Right,1,3,2,Medium/High,46.0,40.0,55.0,61.0,78.0,77.0,2,Defender,24,831
832,Pedro Mendes,Pedro Filipe Teodósio Mendes,28,1990-10-01,186,78,Portugal,Montpellier HSC,French Ligue 1,1.0,78,80,30000,CB,Right,1,3,2,Medium/Medium,63.0,36.0,50.0,62.0,80.0,79.0,1,Defender,11,832
836,Omar Mascarell,Omar Mascarell González,26,1993-02-02,181,76,Spain,FC Schalke 04,German 1. Bundesliga,1.0,78,80,30000,"CDM, CM",Right,1,5,3,Low/Medium,63.0,61.0,72.0,76.0,74.0,76.0,0,Midfielder,22,836
840,V. Wanyama,Victor Wanyama,28,1991-06-25,184,87,Kenya,Tottenham Hotspur,English Premier League,1.0,78,79,80000,"CDM, CM",Right,2,3,2,Low/High,51.0,65.0,67.0,70.0,79.0,82.0,0,Midfielder,2,840
841,C. Kabasele,Christian Kabasele,28,1991-02-24,188,84,Belgium,Watford,English Premier League,1.0,78,79,60000,CB,Right,1,3,2,Medium/High,70.0,50.0,51.0,62.0,78.0,77.0,0,Defender,16,841
842,A. Delort,Andy Delort,27,1991-10-09,181,83,Algeria,Montpellier HSC,French Ligue 1,1.0,78,79,40000,ST,Right,2,3,3,High/High,73.0,78.0,70.0,73.0,33.0,80.0,8,Forward,16,842
847,M. Doherty,Matt Doherty,27,1992-01-16,182,87,Republic of Ireland,Wolverhampton Wanderers,English Premier League,1.0,78,79,70000,RWB,Right,1,4,3,High/Medium,74.0,63.0,71.0,74.0,74.0,78.0,3,Defender,24,847
849,R. Freuler,Remo Freuler,27,1992-04-15,181,77,Switzerland,Atalanta,Italian Serie A,1.0,78,79,50000,CM,Right,2,3,4,Medium/Medium,66.0,69.0,75.0,75.0,70.0,69.0,2,Midfielder,19,849
850,D. Demme,Diego Demme,27,1991-11-21,170,68,Germany,RB Leipzig,German 1. Bundesliga,1.0,78,79,50000,"CDM, CM",Right,1,4,3,Medium/High,60.0,39.0,74.0,74.0,74.0,78.0,1,Midfielder,4,850
852,J. Vestergaard,Jannik Vestergaard,26,1992-08-03,199,98,Denmark,Southampton,English Premier League,1.0,78,79,50000,CB,Right,2,4,2,Medium/Medium,34.0,49.0,61.0,48.0,80.0,77.0,1,Defender,13,852
853,F. Mollet,Florent Mollet,27,1991-11-19,170,67,France,Montpellier HSC,French Ligue 1,1.0,78,79,30000,CAM,Right,1,4,4,High/Medium,76.0,74.0,78.0,79.0,50.0,59.0,5,Forward,15,853
855,V. Grifo,Vincenzo Grifo,26,1993-04-07,180,75,Italy,TSG 1899 Hoffenheim,German 1. Bundesliga,1.0,78,79,40000,"LM, CF",Right,1,2,4,Medium/Medium,70.0,75.0,76.0,82.0,41.0,62.0,2,Midfielder,15,855
857,D. Laxalt,Diego Sebastián Laxalt Suárez,26,1993-02-07,178,68,Uruguay,Milan,Italian Serie A,1.0,78,79,40000,LM,Left,2,3,4,High/High,88.0,63.0,74.0,78.0,62.0,69.0,0,Midfielder,16,857
866,Raffael,Raffael Caetano de Araújo,34,1985-03-28,174,69,Brazil,Borussia Mönchengladbach,German 1. Bundesliga,1.0,78,78,30000,"CF, ST",Right,2,4,4,High/Medium,62.0,76.0,80.0,84.0,44.0,62.0,0,Forward,5,866
870,Hilton,Vitorino Hilton da Silva,41,1977-09-13,180,78,Brazil,Montpellier HSC,French Ligue 1,1.0,78,78,20000,CB,Right,2,4,3,Low/Medium,36.0,51.0,67.0,66.0,80.0,71.0,0,Defender,18,870
875,D. Abraham,David Ángel Abraham,32,1986-07-15,188,83,Argentina,Eintracht Frankfurt,German 1. Bundesliga,1.0,78,78,30000,CB,Right,2,2,2,Medium/Medium,75.0,56.0,61.0,52.0,78.0,77.0,1,Defender,13,875
878,A. Masiello,Andrea Masiello,33,1986-02-05,184,82,Italy,Atalanta,Italian Serie A,1.0,78,78,50000,CB,Right,2,2,2,Medium/High,54.0,37.0,57.0,58.0,80.0,70.0,0,Defender,9,878
879,R. Bertrand,Ryan Bertrand,29,1989-08-05,179,80,England,Southampton,English Premier League,1.0,78,78,50000,"LB, LWB",Left,2,3,3,High/Medium,76.0,53.0,70.0,76.0,76.0,70.0,1,Defender,21,879
881,Gervinho,Gervais Lombe Yao Kouassi,32,1987-05-27,179,65,Ivory Coast,Parma,Italian Serie A,1.0,78,78,50000,"LW, RW",Right,3,3,3,High/Low,90.0,70.0,71.0,80.0,35.0,59.0,5,Forward,18,881
886,Coke,Jorge Andújar Moreno,32,1987-04-26,177,74,Spain,Levante UD,Spain Primera Division,1.0,78,78,20000,"RB, RM",Right,2,4,3,High/Medium,74.0,66.0,71.0,74.0,78.0,72.0,0,Defender,10,886
887,V. Moses,Victor Moses,28,1990-12-12,177,77,Nigeria,Fenerbahçe SK,Turkish Süper Lig,1.0,78,78,70000,"RM, RWB",Right,2,4,4,Medium/Medium,77.0,69.0,74.0,81.0,73.0,70.0,0,Midfielder,2,887
888,C. Ansaldi,Cristian Daniel Ansaldi,32,1986-09-20,181,76,Argentina,Torino,Italian Serie A,1.0,78,78,40000,"LM, LB",Left,2,5,4,High/High,75.0,62.0,77.0,79.0,76.0,70.0,4,Defender,13,888
891,J. Tomkins,James Tomkins,30,1989-03-29,192,74,England,Crystal Palace,English Premier League,1.0,78,78,50000,CB,Right,2,3,2,Medium/Medium,41.0,32.0,57.0,54.0,80.0,75.0,1,Defender,18,891
893,V. Birsa,Valter Birsa,32,1986-08-07,184,81,Slovenia,Cagliari,Italian Serie A,1.0,78,78,30000,"CAM, RW",Left,2,4,4,Medium/Medium,67.0,73.0,78.0,79.0,56.0,68.0,0,Forward,3,893
895,C. Zapata,Cristian Eduardo Zapata Valencia,32,1986-09-30,186,78,Colombia,Genoa,Italian Serie A,1.0,78,78,20000,CB,Right,2,2,2,Low/Medium,61.0,32.0,46.0,56.0,82.0,76.0,1,Defender,12,895
897,P. Diop,Papa Kouly Diop,33,1986-03-19,179,77,Senegal,SD Eibar,Spain Primera Division,1.0,78,78,20000,"CDM, CM",Right,1,3,3,Medium/Medium,44.0,66.0,68.0,68.0,78.0,85.0,1,Midfielder,18,897
900,Marcelo,Marcelo Antônio Guedes Filho,32,1987-05-20,191,85,Brazil,Olympique Lyonnais,French Ligue 1,1.0,78,78,60000,CB,Right,2,2,2,Low/Medium,51.0,49.0,58.0,55.0,77.0,87.0,0,Defender,7,900
904,J. Holebas,José Holebas,35,1984-06-27,185,81,Greece,Watford,English Premier League,1.0,78,78,40000,LB,Left,2,2,3,High/Medium,69.0,65.0,75.0,74.0,76.0,76.0,0,Defender,12,904
906,T. Deeney,Troy Deeney,31,1988-06-29,183,90,England,Watford,English Premier League,1.0,78,78,70000,ST,Right,2,3,2,High/Medium,57.0,79.0,67.0,71.0,37.0,85.0,5,Forward,15,906
907,L. Fejsa,Ljubomir Fejsa,30,1988-08-14,184,80,Serbia,SL Benfica,Portuguese Liga ZON SAGRES,1.0,78,78,15000,CDM,Right,2,3,2,Low/High,54.0,57.0,65.0,66.0,81.0,80.0,0,Midfielder,3,907
910,N. Petersen,Nils Petersen,30,1988-12-06,188,82,Germany,SC Freiburg,German 1. Bundesliga,1.0,78,78,30000,ST,Right,2,4,3,High/High,59.0,79.0,59.0,66.0,45.0,73.0,8,Forward,22,910
911,P. Piatti,Pablo Daniel Piatti,30,1989-03-31,163,63,Argentina,RCD Espanyol,Spain Primera Division,1.0,78,78,30000,"LM, RM, LW",Left,2,2,3,High/Medium,84.0,72.0,75.0,79.0,47.0,54.0,0,Forward,3,911
916,D. Welbeck,Daniel Nii Tackie Mensah Welbeck,28,1990-11-26,185,73,England,Watford,English Premier League,1.0,78,78,70000,"ST, LW",Right,3,3,3,High/High,77.0,74.0,70.0,77.0,43.0,74.0,0,Forward,7,916
918,A. Barnes,Ashley Barnes,29,1989-10-30,186,84,England,Burnley,English Premier League,1.0,78,78,40000,ST,Right,1,4,3,High/High,62.0,78.0,68.0,74.0,47.0,81.0,6,Forward,19,918
920,C. Grenier,Clément Grenier,28,1991-01-07,186,72,France,Stade Rennais FC,French Ligue 1,1.0,78,78,40000,"CM, CDM",Right,2,4,4,Medium/Medium,54.0,75.0,80.0,76.0,62.0,69.0,1,Midfielder,10,920
924,R. Boudebouz,Ryad Boudebouz,29,1990-02-19,177,74,Algeria,AS Saint-Étienne,French Ligue 1,1.0,78,78,40000,"CAM, RM",Left,2,4,4,High/Low,71.0,77.0,79.0,79.0,40.0,59.0,0,Midfielder,17,924
925,A. Mehmedi,Admir Mehmedi,28,1991-03-16,183,78,Switzerland,VfL Wolfsburg,German 1. Bundesliga,1.0,78,78,50000,"CF, LW, RW",Right,2,3,3,Medium/High,71.0,77.0,71.0,80.0,44.0,68.0,2,Forward,14,925
927,S. Rudy,Sebastian Rudy,29,1990-02-28,179,74,Germany,TSG 1899 Hoffenheim,German 1. Bundesliga,1.0,78,78,30000,"CDM, CM, RB",Right,2,3,3,Medium/Medium,64.0,67.0,79.0,78.0,75.0,67.0,1,Midfielder,21,927
930,Iborra,Vicente Iborra de la Fuente,31,1988-01-16,190,80,Spain,Villarreal CF,Spain Primera Division,1.0,78,78,30000,"CM, CDM",Right,2,4,3,Medium/Medium,35.0,69.0,74.0,69.0,77.0,79.0,0,Midfielder,23,930
931,J. Baumgartlinger,Julian Baumgartlinger,31,1988-01-02,184,86,Austria,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,78,78,50000,CDM,Right,2,3,2,Medium/High,68.0,49.0,69.0,68.0,78.0,81.0,1,Midfielder,16,931
933,B. Mee,Ben Mee,29,1989-09-23,183,82,England,Burnley,English Premier League,1.0,78,78,40000,CB,Left,1,3,2,Medium/High,61.0,42.0,58.0,62.0,79.0,80.0,0,Defender,26,933
938,M. Antonio,Michail Antonio,29,1990-03-28,178,82,England,West Ham United,English Premier League,1.0,78,78,80000,"RM, ST",Right,2,3,4,Medium/Medium,85.0,72.0,73.0,78.0,56.0,82.0,1,Midfielder,12,938
941,D. Ginczek,Daniel Ginczek,28,1991-04-13,190,85,Germany,VfL Wolfsburg,German 1. Bundesliga,1.0,78,78,50000,"ST, RW",Right,2,4,3,High/Medium,76.0,77.0,51.0,68.0,38.0,79.0,2,Forward,7,941
943,Jaume Costa,Jaume Vicent Costa Jordá,31,1988-03-18,171,62,Spain,Valencia CF,Spain Primera Division,1.0,78,78,30000,LB,Left,1,3,3,High/High,76.0,61.0,71.0,73.0,78.0,71.0,0,Defender,12,943
944,R. Soriano,Roberto Soriano,28,1991-02-08,182,76,Italy,Bologna,Italian Serie A,1.0,78,78,40000,"CAM, CM, LM",Right,2,4,4,Medium/Medium,71.0,74.0,77.0,79.0,67.0,68.0,3,Midfielder,17,944
945,G. Medel,Gary Alexis Medel Soto,31,1987-08-03,171,65,Chile,Beşiktaş JK,Turkish Süper Lig,1.0,78,78,60000,"CDM, CB",Right,3,4,3,Medium/High,68.0,47.0,65.0,69.0,77.0,84.0,0,Midfielder,13,945
948,A. Townsend,Andros Townsend,27,1991-07-16,178,73,England,Crystal Palace,English Premier League,1.0,78,78,60000,"RM, ST, RW",Left,2,4,4,High/High,78.0,77.0,75.0,80.0,38.0,69.0,1,Midfielder,15,948
950,A. Finnbogason,Alfreð Finnbogason,30,1989-02-01,184,80,Iceland,FC Augsburg,German 1. Bundesliga,1.0,78,78,30000,ST,Right,2,4,3,Medium/Medium,66.0,81.0,62.0,74.0,33.0,69.0,2,Forward,13,950
953,B. Stambouli,Benjamin Stambouli,28,1990-08-13,180,82,France,FC Schalke 04,German 1. Bundesliga,1.0,78,78,30000,"CB, CDM",Right,2,4,2,Low/High,63.0,55.0,67.0,70.0,79.0,76.0,0,Midfielder,9,953
954,K. Malcuit,Kévin Malcuit,27,1991-07-31,178,77,France,Napoli,Italian Serie A,1.0,78,78,50000,"RB, RM",Right,2,3,3,High/Medium,85.0,63.0,73.0,78.0,74.0,75.0,0,Defender,3,954
955,Nolito,Manuel Agudo Durán,32,1986-10-15,175,72,Spain,Sevilla FC,Spain Primera Division,1.0,78,78,20000,"LM, LW",Right,3,3,4,High/Low,68.0,77.0,76.0,78.0,45.0,64.0,3,Forward,15,955
956,S. Rode,Sebastian Rode,28,1990-10-11,179,75,Germany,Eintracht Frankfurt,German 1. Bundesliga,1.0,78,78,30000,"CDM, CM",Right,2,3,3,High/High,67.0,62.0,71.0,73.0,76.0,77.0,2,Midfielder,18,956
959,M. Rojo,Faustino Marcos Alberto Rojo,29,1990-03-20,187,85,Argentina,Manchester United,English Premier League,1.0,78,78,90000,CB,Left,3,2,3,Medium/Medium,67.0,59.0,68.0,65.0,76.0,76.0,0,Defender,3,959
960,Naldo,Edinaldo Gomes Pereira,30,1988-08-25,188,80,Brazil,RCD Espanyol,Spain Primera Division,1.0,78,78,30000,CB,Right,1,3,2,Medium/Medium,39.0,38.0,49.0,51.0,80.0,74.0,0,Defender,16,960
961,J. Gouweleeuw,Jeffrey Gouweleeuw,27,1991-07-10,188,78,Netherlands,FC Augsburg,German 1. Bundesliga,1.0,78,78,30000,CB,Right,1,3,2,High/Medium,69.0,58.0,66.0,64.0,80.0,75.0,0,Defender,13,961
962,G. Defrel,Gregoire Defrel,28,1991-06-17,179,77,France,Roma,Italian Serie A,1.0,78,78,50000,"ST, RW",Left,2,3,4,High/Medium,86.0,78.0,68.0,82.0,36.0,55.0,1,Midfielder,10,962
967,Z. Feddal,Zouhair Feddal Agharbi,29,1989-12-23,192,83,Morocco,Real Betis,Spain Primera Division,1.0,78,78,20000,CB,Left,1,2,2,Medium/Medium,54.0,50.0,62.0,59.0,78.0,75.0,0,Defender,10,967
968,L. Pavoletti,Leonardo Pavoletti,30,1988-11-26,188,85,Italy,Cagliari,Italian Serie A,1.0,78,78,40000,ST,Right,2,3,3,High/Low,60.0,76.0,51.0,68.0,37.0,78.0,0,Forward,1,968
971,M. de Roon,Marten de Roon,28,1991-03-29,185,76,Netherlands,Atalanta,Italian Serie A,1.0,78,78,50000,"CM, CDM",Right,2,3,3,Medium/High,65.0,68.0,72.0,73.0,79.0,79.0,1,Midfielder,21,971
994,D. Upamecano,Dayotchanculle Upamecano,20,1998-10-27,185,83,France,RB Leipzig,German 1. Bundesliga,1.0,77,88,30000,CB,Right,1,3,2,Medium/Medium,76.0,36.0,59.0,61.0,75.0,80.0,0,Defender,18,994
996,D. Calabria,Davide Calabria,22,1996-12-06,176,70,Italy,Milan,Italian Serie A,1.0,77,87,30000,RB,Right,1,3,3,Medium/Medium,76.0,43.0,68.0,74.0,76.0,69.0,0,Defender,14,996
999,P. Cutrone,Patrick Cutrone,21,1998-01-03,183,78,Italy,Wolverhampton Wanderers,English Premier League,1.0,77,87,60000,ST,Right,1,3,3,Medium/Medium,73.0,74.0,56.0,74.0,29.0,69.0,0,Forward,5,999
1001,M. Vargas,Matías Ezequiel Vargas Martín,22,1997-05-08,168,66,Argentina,RCD Espanyol,Spain Primera Division,1.0,77,86,30000,"LW, CAM, LM",Right,1,4,4,High/Medium,90.0,70.0,72.0,82.0,42.0,67.0,0,Midfielder,16,1001
1005,J. Grealish,Jack Grealish,23,1995-09-10,175,68,England,Aston Villa,English Premier League,1.0,77,85,50000,"CAM, CM",Right,1,3,4,Medium/Medium,75.0,66.0,74.0,80.0,41.0,59.0,7,Midfielder,24,1005
1008,N. Mukiele,Nordi Mukiele Mulere,21,1997-11-01,185,74,France,RB Leipzig,German 1. Bundesliga,1.0,77,85,30000,"CB, RB",Right,1,3,3,Medium/Medium,77.0,42.0,68.0,72.0,76.0,76.0,3,Defender,16,1008
1009,C. Nkunku,Christopher Nkunku,21,1997-11-14,179,72,France,RB Leipzig,German 1. Bundesliga,1.0,77,85,30000,"CM, LW, RW",Right,1,3,3,Medium/High,77.0,74.0,75.0,80.0,69.0,65.0,4,Midfielder,20,1009
1011,F. Valverde,Federico Santiago Valverde Dipetta,20,1998-07-22,182,78,Uruguay,Real Madrid,Spain Primera Division,1.0,77,85,90000,"CM, LM, CDM",Right,1,3,3,Medium/Medium,68.0,69.0,73.0,73.0,66.0,67.0,2,Midfielder,19,1011
1017,A. Sanabria,Arnaldo Antonio Sanabria Ayala,23,1996-03-04,180,74,Paraguay,Genoa,Italian Serie A,1.0,77,84,20000,ST,Right,1,4,4,High/Medium,76.0,74.0,71.0,78.0,35.0,64.0,3,Forward,13,1017
1030,S. McTominay,Scott McTominay,22,1996-12-08,193,88,Scotland,Manchester United,English Premier League,1.0,77,84,70000,"CDM, CM",Right,1,3,3,High/High,61.0,65.0,72.0,72.0,74.0,80.0,2,Forward,17,1030
1033,K. Mbabu,Kevin Mbabu,24,1995-04-19,184,83,Switzerland,VfL Wolfsburg,German 1. Bundesliga,1.0,77,83,30000,RB,Right,1,3,3,High/Medium,91.0,51.0,69.0,73.0,72.0,82.0,1,Defender,9,1033
1034,P. Sisto,Pione Sisto Ifolo Emirmija,24,1995-02-04,171,64,Denmark,RC Celta,Spain Primera Division,1.0,77,83,20000,"LW, LM",Right,1,4,4,High/Low,80.0,75.0,72.0,82.0,47.0,63.0,2,Midfielder,17,1034
1035,J. Bednarek,Jan Bednarek,23,1996-04-12,189,77,Poland,Southampton,English Premier League,1.0,77,83,40000,CB,Right,1,3,2,Medium/High,62.0,22.0,52.0,55.0,78.0,74.0,1,Defender,24,1035
1036,D. Calvert-Lewin,Dominic Calvert-Lewin,22,1997-03-16,187,71,England,Everton,English Premier League,1.0,77,83,70000,ST,Right,1,3,3,High/Medium,84.0,70.0,63.0,75.0,38.0,79.0,11,Midfielder,24,1036
1037,O. Duda,Ondrej Duda,24,1994-12-05,181,75,Slovakia,Hertha BSC,German 1. Bundesliga,1.0,77,83,20000,"CAM, CM",Right,1,4,4,Medium/High,69.0,75.0,73.0,80.0,55.0,62.0,0,Midfielder,7,1037
1038,M. Lopez,Maxime Lopez,21,1997-12-04,167,58,France,Olympique de Marseille,French Ligue 1,1.0,77,83,30000,"CM, CDM",Right,1,3,4,Medium/Medium,72.0,67.0,78.0,79.0,65.0,58.0,0,Midfielder,16,1038
1039,Vallejo,Jesús Vallejo Lázaro,22,1997-01-05,184,79,Spain,Wolverhampton Wanderers,English Premier League,1.0,77,83,60000,CB,Right,1,3,2,Low/High,71.0,41.0,55.0,62.0,77.0,67.0,0,Defender,2,1039
1040,K. Laimer,Konrad Laimer,22,1997-05-27,180,72,Austria,RB Leipzig,German 1. Bundesliga,1.0,77,83,40000,"CM, RB",Right,1,3,3,Medium/Medium,83.0,65.0,73.0,78.0,73.0,73.0,2,Midfielder,20,1040
1041,Borja Mayoral,Borja Mayoral Moya,22,1997-04-05,182,74,Spain,Levante UD,Spain Primera Division,1.0,77,83,20000,ST,Right,1,4,3,Medium/Medium,69.0,75.0,69.0,77.0,38.0,68.0,5,Forward,20,1041
1044,W. Hughes,Will Hughes,24,1995-04-17,185,74,England,Watford,English Premier League,1.0,77,82,50000,"RM, CAM, CM",Left,1,3,4,Medium/Medium,64.0,64.0,78.0,78.0,68.0,64.0,1,Midfielder,18,1044
1045,M. Weiser,Mitchell Weiser,25,1994-04-21,177,71,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,77,82,50000,"RB, RM",Right,2,4,4,High/Medium,80.0,62.0,75.0,84.0,72.0,68.0,0,Midfielder,11,1045
1046,Andreas Pereira,Andreas Hugo Hoelgebaum Pereira,23,1996-01-01,178,71,Brazil,Manchester United,English Premier League,1.0,77,82,80000,"CM, CAM, RM",Right,1,4,4,Medium/Medium,73.0,74.0,78.0,78.0,66.0,69.0,1,Midfielder,22,1046
1047,Emerson,Emerson Palmieri dos Santos,24,1994-08-03,175,77,Italy,Chelsea,English Premier League,1.0,77,82,70000,"LB, LM",Left,2,3,3,High/Medium,79.0,59.0,68.0,78.0,74.0,62.0,0,Defender,14,1047
1048,M. Benassi,Marco Benassi,24,1994-09-08,184,80,Italy,Fiorentina,Italian Serie A,1.0,77,82,40000,CM,Right,2,3,3,High/Medium,64.0,71.0,75.0,77.0,72.0,74.0,1,Midfielder,16,1048
1049,A. Djiku,Alexander Djiku,24,1994-08-09,182,74,France,RC Strasbourg Alsace,French Ligue 1,1.0,77,82,20000,CB,Right,1,3,2,Medium/High,76.0,40.0,64.0,69.0,76.0,80.0,0,Midfielder,15,1049
1050,Diego Llorente,Diego Javier Llorente Ríos,25,1993-08-16,186,75,Spain,Real Sociedad,Spain Primera Division,1.0,77,82,20000,CB,Right,1,3,2,Medium/Medium,60.0,40.0,62.0,64.0,76.0,73.0,0,Defender,18,1050
1051,W. Cyprien,Wylan Cyprien,24,1995-01-28,180,75,France,OGC Nice,French Ligue 1,1.0,77,82,30000,"CM, CDM",Right,2,3,4,Medium/Medium,76.0,75.0,76.0,78.0,74.0,78.0,7,Midfielder,16,1051
1053,N. Bentaleb,Nabil Bentaleb,24,1994-11-24,187,78,Algeria,FC Schalke 04,German 1. Bundesliga,1.0,77,82,30000,"CM, CDM, CAM",Left,2,2,4,Medium/Medium,65.0,71.0,75.0,79.0,67.0,74.0,0,Midfielder,2,1053
1056,A. Petagna,Andrea Petagna,24,1995-06-30,190,85,Italy,SPAL,Italian Serie A,1.0,77,82,15000,ST,Left,1,3,3,Medium/Medium,62.0,74.0,68.0,75.0,40.0,81.0,9,Forward,22,1056
1057,K. Tete,Kenny Tete,23,1995-10-09,180,71,Netherlands,Olympique Lyonnais,French Ligue 1,1.0,77,82,50000,RB,Right,2,2,2,Medium/High,76.0,46.0,66.0,67.0,78.0,77.0,0,Defender,12,1057
1058,G. Escalante,Gonzalo Escalante,26,1993-03-27,182,76,Argentina,SD Eibar,Spain Primera Division,1.0,77,82,20000,"CDM, CM",Right,1,3,3,Medium/High,68.0,67.0,70.0,69.0,75.0,76.0,0,Defender,16,1058
1059,Alex Berenguer,Alejandro Berenguer Remiro,23,1995-07-04,175,73,Spain,Torino,Italian Serie A,1.0,77,82,40000,"LM, LWB, LW",Right,1,3,3,Medium/Medium,79.0,68.0,72.0,79.0,63.0,66.0,5,Midfielder,15,1059
1060,O. Colley,Omar Colley,26,1992-10-24,191,87,Gambia,Sampdoria,Italian Serie A,1.0,77,82,30000,CB,Left,1,3,2,Medium/High,67.0,31.0,52.0,52.0,75.0,83.0,0,Defender,20,1060
1063,M. Diakhaby,Mouctar Diakhaby,22,1996-12-19,192,78,France,Valencia CF,Spain Primera Division,1.0,77,82,30000,CB,Right,1,3,2,Medium/Medium,56.0,37.0,52.0,57.0,76.0,77.0,0,Defender,13,1063
1064,M. Arambarri,Mauro Wilney Arambarri Rosa,23,1995-09-30,175,74,Uruguay,Getafe CF,Spain Primera Division,1.0,77,82,20000,"CDM, CM",Right,1,3,3,Medium/Medium,37.0,57.0,70.0,71.0,76.0,70.0,0,Defender,0,1064
1071,R. Bensebaini,Ramy Bensebaini,24,1995-04-16,186,75,Algeria,Borussia Mönchengladbach,German 1. Bundesliga,1.0,77,81,20000,"LB, CB",Left,2,3,3,Medium/Medium,67.0,50.0,68.0,70.0,77.0,80.0,3,Defender,8,1071
1072,Aritz Elustondo,Aritz Elustondo Irribaria,25,1994-03-28,180,71,Spain,Real Sociedad,Spain Primera Division,1.0,77,81,20000,"CB, RB",Right,1,3,2,Low/High,66.0,33.0,58.0,59.0,75.0,74.0,0,Defender,10,1072
1073,G. Pereiro,Gastón Rodrigo Pereiro López,24,1995-06-11,188,76,Uruguay,PSV,Holland Eredivisie,1.0,77,81,15000,"CAM, RW",Left,2,3,3,Medium/Low,71.0,75.0,74.0,79.0,40.0,69.0,0,Midfielder,1,1073
1075,N. Redmond,Nathan Redmond,25,1994-03-06,173,69,England,Southampton,English Premier League,1.0,77,80,50000,"LM, LW, CF",Right,2,3,4,High/Medium,84.0,71.0,71.0,82.0,27.0,52.0,3,Midfielder,23,1075
1077,L. Ocampos,Lucas Ariel Ocampos,24,1994-07-11,187,84,Argentina,Sevilla FC,Spain Primera Division,1.0,77,80,15000,"LM, LW",Right,2,3,4,High/High,83.0,73.0,72.0,75.0,61.0,84.0,7,Midfielder,19,1077
1080,S. Boufal,Sofiane Boufal,25,1993-09-17,175,67,Morocco,Southampton,English Premier League,1.0,77,80,50000,LM,Right,2,4,4,High/Low,78.0,67.0,71.0,86.0,27.0,52.0,0,Midfielder,17,1080
1081,P. Max,Philipp Martin Max,25,1993-09-30,177,77,Germany,FC Augsburg,German 1. Bundesliga,1.0,77,80,20000,"LB, LWB, LM",Left,1,3,3,High/Medium,81.0,52.0,77.0,75.0,70.0,72.0,7,Defender,20,1081
1083,Y. Gerhardt,Yannick Gerhardt,25,1994-03-13,184,81,Germany,VfL Wolfsburg,German 1. Bundesliga,1.0,77,80,40000,"CM, LB",Left,2,3,3,Medium/Medium,71.0,67.0,74.0,76.0,73.0,75.0,0,Midfielder,10,1083
1084,B. Bourigeaud,Benjamin Bourigeaud,25,1994-01-14,178,68,France,Stade Rennais FC,French Ligue 1,1.0,77,80,40000,"LM, RM, CM",Right,1,3,4,Medium/Medium,69.0,73.0,78.0,77.0,61.0,70.0,0,Midfielder,14,1084
1085,I. Bebou,Ihlas Bebou,25,1994-04-23,183,72,Togo,TSG 1899 Hoffenheim,German 1. Bundesliga,1.0,77,80,40000,"RW, ST, LW",Right,1,3,4,Medium/Medium,93.0,70.0,66.0,81.0,33.0,64.0,3,Forward,20,1085
1086,Wendell,Wendell Nascimento Borges,25,1993-07-20,178,72,Brazil,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,77,80,50000,LB,Left,2,2,4,High/Medium,82.0,49.0,73.0,78.0,72.0,72.0,0,Defender,16,1086
1097,C. Piccini,Cristiano Piccini,26,1992-09-26,189,79,Italy,Valencia CF,Spain Primera Division,1.0,77,79,30000,"RB, RWB",Right,1,2,3,Medium/High,77.0,42.0,66.0,72.0,76.0,76.0,0,Defender,2,1097
