,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic
468,Escudero,Sergio Escudero Palomo,30,1989-09-02,176,72,Spain,Sevilla FC,Spain Primera Division,1.0,80,80,31000,"LB, LM",Left,1,2,3,Medium/Medium,72.0,63.0,75.0,72.0,79.0,71.0
469,Mario Gaspar,Mario Gaspar Pérez Martínez,29,1990-11-24,182,74,Spain,Villarreal CF,Spain Primera Division,1.0,80,80,37000,RB,Right,2,3,3,High/Medium,75.0,70.0,71.0,72.0,79.0,77.0
470,H. Mkhitaryan,Henrikh Mkhitaryan,31,1989-01-21,177,75,Armenia,Roma,Italian Serie A,1.0,80,80,59000,"RM, CAM, RW",Right,3,5,4,High/Medium,78.0,75.0,78.0,83.0,56.0,64.0
471,André Almeida,André Gomes Magalhães de Almeida,29,1990-09-10,185,80,Portugal,SL Benfica,Portuguese Liga ZON SAGRES,1.0,80,80,17000,RB,Right,2,3,3,Medium/High,66.0,63.0,76.0,75.0,80.0,81.0
472,Willian José,Willian José da Silva,28,1991-11-23,189,91,Brazil,Real Sociedad,Spain Primera Division,1.0,80,80,40000,ST,Right,2,4,4,Medium/Low,67.0,80.0,67.0,74.0,40.0,82.0
473,D. Ings,Daniel William John Ings,27,1992-07-23,178,73,England,Southampton,English Premier League,1.0,80,80,70000,ST,Right,1,4,3,High/High,76.0,81.0,67.0,78.0,32.0,69.0
474,E. Pérez,Enzo Nicolás Pérez,34,1986-02-22,178,77,Argentina,River Plate,Argentina Primera División,1.0,80,80,21000,"CDM, CM",Right,2,4,3,Medium/High,68.0,69.0,77.0,77.0,77.0,79.0
475,G. Krychowiak,Grzegorz Krychowiak,30,1990-01-29,187,84,Poland,Lokomotiv Moscow,Russian Premier League,1.0,80,80,500,"CDM, CM",Right,3,3,3,High/High,68.0,76.0,72.0,71.0,76.0,81.0
476,S. Aurier,Serge Aurier,27,1992-12-24,174,74,Ivory Coast,Tottenham Hotspur,English Premier League,1.0,80,80,86000,"RB, RWB",Right,2,3,3,High/Medium,76.0,60.0,73.0,76.0,77.0,77.0
477,Bartra,Marc Bartra Aregall,29,1991-01-15,184,73,Spain,Real Betis,Spain Primera Division,1.0,80,80,29000,"CB, CDM",Right,3,3,3,High/Medium,72.0,61.0,72.0,73.0,80.0,74.0
478,C. Bakambu,Cédric Bakambu,29,1991-04-11,182,74,DR Congo,Beijing Sinobo Guoan FC,Chinese Super League,1.0,80,80,30000,ST,Right,2,3,4,Medium/Medium,90.0,80.0,72.0,77.0,36.0,77.0
479,Nacho Fernández,José Ignacio Fernández Iglesias,30,1990-01-18,180,76,Spain,Real Madrid,Spain Primera Division,1.0,80,80,135000,"CB, LB, RB",Right,2,4,2,Medium/High,78.0,37.0,66.0,66.0,80.0,80.0
480,W. Boly,Willy Boly,29,1991-02-03,195,97,France,Wolverhampton Wanderers,English Premier League,1.0,80,80,84000,CB,Right,1,4,2,Medium/Medium,62.0,36.0,64.0,64.0,80.0,83.0
481,P. Kadeřábek,Pavel Kadeřábek,28,1992-04-25,182,81,Czech Republic,TSG 1899 Hoffenheim,German 1. Bundesliga,1.0,80,80,41000,"RWB, RB, RM",Right,2,2,3,High/High,74.0,43.0,74.0,75.0,74.0,81.0
482,D. Suárez,Damián Nicolás Suárez Suárez,32,1988-04-27,173,68,Uruguay,Getafe CF,Spain Primera Division,1.0,80,80,32000,RB,Right,1,3,3,High/Medium,75.0,69.0,74.0,75.0,78.0,79.0
483,S. Vrsaljko,Šime Vrsaljko,28,1992-01-10,181,76,Croatia,Atlético Madrid,Spain Primera Division,1.0,80,80,56000,RB,Right,2,3,3,High/Medium,78.0,55.0,73.0,75.0,78.0,76.0
484,William Carvalho,William Silva de Carvalho,28,1992-04-07,187,79,Portugal,Real Betis,Spain Primera Division,1.0,80,80,29000,"CDM, CM",Right,3,4,3,Medium/Medium,43.0,57.0,76.0,69.0,75.0,85.0
485,Lucas Vázquez,Lucas Vázquez Iglesias,29,1991-07-01,173,70,Spain,Real Madrid,Spain Primera Division,1.0,80,80,165000,RW,Right,2,4,4,High/High,81.0,73.0,78.0,81.0,58.0,69.0
486,Rubén Peña,Rubén Peña Jiménez,28,1991-07-18,170,65,Spain,Villarreal CF,Spain Primera Division,1.0,80,80,37000,"RB, LB",Right,1,3,4,High/Low,82.0,71.0,72.0,81.0,75.0,69.0
487,F. Armani,Franco Armani,33,1986-10-16,189,88,Argentina,River Plate,Argentina Primera División,1.0,80,80,17000,GK,Right,1,3,1,Medium/Medium,,,,,,
488,M. Vecino,Matías Vecino Falero,28,1991-08-24,187,81,Uruguay,Inter,Italian Serie A,1.0,80,80,94000,CDM,Right,2,3,4,High/High,65.0,68.0,77.0,80.0,78.0,75.0
489,S. Lainer,Stefan Lainer,27,1992-08-27,175,70,Austria,Borussia Mönchengladbach,German 1. Bundesliga,1.0,80,80,41000,RB,Right,1,3,3,High/High,80.0,63.0,70.0,75.0,73.0,80.0
490,Maikel Catarino,Maikel Renan Catarino Fagundes,24,1996-02-29,177,75,Brazil,Atlético Mineiro,Campeonato Brasileiro Série A,1.0,80,80,34000,"RB, RM",Right,1,3,3,High/Medium,76.0,51.0,70.0,78.0,77.0,70.0
491,Héniton Pires,Héniton Enaldo Pires Tramontino,24,1996-02-29,182,74,Brazil,Flamengo,Campeonato Brasileiro Série A,1.0,80,80,500,GK,Right,1,3,1,Medium/Medium,,,,,,
492,Laure Santeiro,Laureano Thomas Santeiro Marre,20,2000-02-29,171,63,Brazil,Fluminense,Campeonato Brasileiro Série A,1.0,80,80,23000,"CAM, LM, LW",Left,1,5,4,Medium/Medium,80.0,72.0,77.0,83.0,26.0,45.0
493,Tony Abranjes,Tony Josimar Abranjes Meneses,32,1988-02-29,179,80,Brazil,Palmeiras,Campeonato Brasileiro Série A,1.0,80,80,500,CB,Right,1,3,2,Medium/Medium,67.0,39.0,55.0,56.0,81.0,85.0
494,J. Serendero,Jorge Ezequiel Serendero,32,1988-02-29,190,85,Uruguay,,,,80,80,0,GK,Right,1,2,1,Medium/Medium,,,,,,
495,J. Frendado,Jaime Nicolás Frendado,36,1984-02-29,181,82,Uruguay,,,,80,80,0,"CB, CDM",Right,1,3,2,High/Medium,71.0,61.0,57.0,62.0,82.0,75.0
496,M. Baldona,Matías David Baldona,36,1984-02-29,177,75,Uruguay,,,,80,80,0,"CDM, CM",Right,1,4,3,High/High,68.0,62.0,74.0,76.0,78.0,77.0
497,S. Ardero,Saúl Marcelo Ardero,32,1988-02-29,171,63,Uruguay,,,,80,80,0,"CAM, LM, LW",Left,1,5,4,Medium/Medium,82.0,72.0,77.0,83.0,26.0,51.0
498,L. Dálves,Luis Roberto Dálves,28,1992-02-29,188,83,Uruguay,,,,80,80,0,"ST, CF",Right,1,3,3,High/Low,80.0,82.0,60.0,71.0,34.0,75.0
499,M. Nérez,Mauro Evidio Nérez,32,1988-02-29,178,69,Uruguay,,,,80,80,0,"LB, LM",Left,1,4,4,Medium/Medium,79.0,54.0,75.0,78.0,76.0,74.0
500,E. Schetino,Egidio Maestre Schetino,28,1992-02-29,185,80,Uruguay,,,,80,80,0,CB,Right,1,3,2,Medium/Medium,80.0,43.0,56.0,65.0,82.0,76.0
501,J. Sildero,José María Sildero,28,1992-02-29,177,75,Uruguay,,,,80,80,0,"CAM, RM",Right,1,4,4,Medium/Low,81.0,77.0,80.0,79.0,40.0,71.0
502,S. Mandíquez,Segundo Mandíquez,31,1989-03-16,188,84,Ecuador,,,,80,80,0,ST,Right,2,4,4,High/Medium,80.0,80.0,56.0,74.0,29.0,80.0
503,D. Upamecano,Dayotchanculle Upamecano,21,1998-10-27,186,90,France,RB Leipzig,German 1. Bundesliga,1.0,79,90,36000,CB,Right,1,3,2,Medium/Medium,77.0,40.0,61.0,66.0,79.0,81.0
504,Rodrygo,Rodrygo Silva de Goes,19,2001-01-09,174,64,Brazil,Real Madrid,Spain Primera Division,1.0,79,90,90000,"RW, LW",Right,1,3,4,Medium/Medium,87.0,75.0,70.0,83.0,32.0,57.0
505,P. Foden,Philip Foden,20,2000-05-28,171,69,England,Manchester City,English Premier League,1.0,79,88,86000,"CAM, CM",Left,1,3,4,Medium/Medium,75.0,70.0,76.0,81.0,56.0,55.0
506,Wendel,Marcus Wendel Valle da Silva,22,1997-08-28,180,73,Brazil,Sporting CP,Portuguese Liga ZON SAGRES,1.0,79,88,15000,CM,Right,1,3,3,High/Medium,78.0,75.0,77.0,80.0,73.0,71.0
507,V. Osimhen,Victor James Osimhen,21,1998-12-29,185,78,Nigeria,Napoli,Italian Serie A,1.0,79,87,54000,ST,Right,1,4,3,High/High,87.0,79.0,63.0,73.0,39.0,79.0
508,B. Kamara,Boubacar Kamara,20,1999-11-23,184,68,France,Olympique de Marseille,French Ligue 1,1.0,79,87,29000,"CDM, CB",Right,1,3,3,Low/High,69.0,46.0,71.0,71.0,77.0,74.0
509,Dani Olmo,Daniel Olmo Carvajal,22,1998-05-07,179,72,Spain,RB Leipzig,German 1. Bundesliga,1.0,79,87,48000,"CAM, LM, RM",Right,1,4,4,High/Medium,68.0,76.0,77.0,83.0,50.0,60.0
510,S. Berge,Sander Berge,22,1998-02-18,195,96,Norway,Sheffield United,English Premier League,1.0,79,86,34000,"CDM, CM",Right,1,3,3,Medium/High,68.0,49.0,74.0,74.0,76.0,85.0
511,A. Isak,Alexander Isak,20,1999-09-21,192,77,Sweden,Real Sociedad,Spain Primera Division,1.0,79,86,28000,ST,Right,1,5,4,High/Low,82.0,80.0,65.0,78.0,28.0,69.0
512,D. Rice,Declan Rice,21,1999-01-14,185,80,England,West Ham United,English Premier League,1.0,79,86,31000,"CDM, CM",Right,1,3,2,Low/High,65.0,44.0,65.0,69.0,78.0,77.0
513,J. Ikoné,Nanitamo Jonathan Ikoné,22,1998-05-02,175,73,France,LOSC Lille,French Ligue 1,1.0,79,86,36000,"RM, CAM",Left,1,3,4,High/Medium,89.0,70.0,73.0,83.0,33.0,60.0
514,F. Neuhaus,Florian Neuhaus,23,1997-03-16,183,74,Germany,Borussia Mönchengladbach,German 1. Bundesliga,1.0,79,86,37000,CM,Right,1,4,3,Medium/Medium,67.0,69.0,76.0,81.0,64.0,67.0
515,P. Estupiñán,Pervis Josué Estupiñán Tenorio,22,1998-01-21,175,73,Ecuador,Villarreal CF,Spain Primera Division,1.0,79,86,29000,LB,Left,1,3,2,High/Medium,83.0,32.0,66.0,73.0,74.0,75.0
516,D. Zagadou,Dan-Axel Zagadou,21,1999-06-03,196,90,France,Borussia Dortmund,German 1. Bundesliga,1.0,79,86,38000,CB,Left,1,3,2,Medium/High,59.0,34.0,61.0,50.0,81.0,81.0
517,J. Koundé,Jules Koundé,21,1998-11-12,178,75,France,Sevilla FC,Spain Primera Division,1.0,79,86,21000,CB,Right,1,3,2,Medium/Medium,77.0,34.0,57.0,70.0,81.0,73.0
518,Adama Traoré,Adama Traoré Diarra,24,1996-01-25,178,72,Spain,Wolverhampton Wanderers,English Premier League,1.0,79,85,80000,"RW, RWB",Right,1,2,4,High/Low,96.0,66.0,68.0,87.0,38.0,81.0
519,C. Pavón,Cristian David Pavón,24,1996-01-21,174,78,Argentina,LA Galaxy,USA Major League Soccer,1.0,79,85,11000,"LW, RW, LM",Right,1,3,4,High/Medium,91.0,76.0,75.0,79.0,49.0,74.0
520,R. Bentancur,Rodrigo Bentancur Colmán,23,1997-06-25,187,78,Uruguay,Juventus,Italian Serie A,1.0,79,85,67000,CM,Right,1,4,4,Medium/Medium,72.0,58.0,79.0,82.0,73.0,73.0
521,M. Rashica,Milot Rashica,24,1996-06-28,177,73,Kosovo,SV Werder Bremen,German 1. Bundesliga,1.0,79,85,32000,"CF, LW, RW",Right,1,4,4,High/Medium,88.0,79.0,74.0,84.0,46.0,65.0
522,H. Barnes,Harvey Lewis Barnes,22,1997-12-09,180,66,England,Leicester City,English Premier League,1.0,79,85,80000,"LW, CAM",Right,1,4,3,High/Medium,83.0,72.0,75.0,80.0,45.0,57.0
523,Y. Atal,Youcef Atal,24,1996-05-17,175,66,Algeria,OGC Nice,French Ligue 1,1.0,79,85,32000,"RB, RW",Right,1,5,4,High/Medium,91.0,70.0,72.0,81.0,72.0,72.0
524,Junior Firpo,Héctor Junior Firpo Adamés,23,1996-08-22,184,78,Spain,FC Barcelona,Spain Primera Division,1.0,79,85,110000,"LB, LM",Left,1,3,3,Medium/Medium,83.0,64.0,71.0,73.0,75.0,76.0
525,J. Tah,Jonathan Tah,24,1996-02-11,195,97,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,1.0,79,84,50000,CB,Right,2,4,2,Medium/Medium,66.0,27.0,57.0,57.0,80.0,81.0
526,A. Christensen,Andreas Christensen,24,1996-04-10,187,82,Denmark,Chelsea,English Premier League,1.0,79,84,69000,CB,Right,2,3,2,Low/Medium,66.0,31.0,63.0,68.0,82.0,72.0
527,A. Miranchuk,Aleksey Miranchuk,24,1995-10-17,182,74,Russia,Atalanta,Italian Serie A,1.0,79,84,50000,"CAM, ST",Left,1,2,3,High/Medium,75.0,70.0,78.0,80.0,31.0,62.0
528,W. Barrios,Wílmar Enrique Barrios Terán,26,1993-10-16,178,74,Colombia,,,,79,84,0,"CDM, CM",Right,1,3,3,Medium/High,73.0,38.0,66.0,69.0,79.0,84.0
529,Munir,Munir El Haddadi Mohamed,24,1995-09-01,175,69,Spain,Sevilla FC,Spain Primera Division,1.0,79,84,30000,"ST, RW, LW",Left,2,3,4,High/Low,80.0,78.0,75.0,82.0,35.0,66.0
530,D. Calvert-Lewin,Dominic Calvert-Lewin,23,1997-03-16,187,71,England,Everton,English Premier League,1.0,79,84,80000,ST,Right,1,3,3,High/Medium,83.0,76.0,63.0,75.0,38.0,80.0
531,H. Winks,Harry Winks,24,1996-02-02,176,74,England,Tottenham Hotspur,English Premier League,1.0,79,84,69000,"CDM, CM",Right,1,3,3,Medium/High,67.0,58.0,78.0,82.0,72.0,68.0
532,L. Pellegrini,Lorenzo Pellegrini,24,1996-06-19,186,77,Italy,Roma,Italian Serie A,1.0,79,84,49000,"CAM, CM, CDM",Right,2,3,3,Medium/Medium,75.0,71.0,81.0,77.0,72.0,69.0
533,André Silva,André Miguel Valente da Silva,24,1995-11-06,184,78,Portugal,Eintracht Frankfurt,German 1. Bundesliga,1.0,79,84,32000,ST,Right,2,3,4,Medium/Medium,71.0,79.0,64.0,79.0,43.0,75.0
534,Zubeldia,Igor Zubeldía Elorza,23,1997-03-30,181,73,Spain,Real Sociedad,Spain Primera Division,1.0,79,84,26000,"CDM, CM, CB",Right,1,3,3,Medium/Medium,65.0,67.0,76.0,72.0,75.0,80.0
535,Carlos Soler,Carlos Soler Barragán,23,1997-01-02,180,76,Spain,Valencia CF,Spain Primera Division,1.0,79,84,34000,"RM, LM, CM",Right,1,4,3,Medium/Medium,79.0,74.0,79.0,78.0,62.0,70.0
536,S. McTominay,Scott McTominay,23,1996-12-08,193,88,Scotland,Manchester United,English Premier League,1.0,79,84,85000,"CDM, CM",Right,1,3,3,High/High,68.0,71.0,75.0,76.0,76.0,84.0
537,N. Maksimović,Nemanja Maksimović,25,1995-01-26,189,78,Serbia,Getafe CF,Spain Primera Division,1.0,79,84,29000,"CDM, CM",Right,1,3,3,High/High,60.0,68.0,75.0,71.0,77.0,78.0
538,P. Rajković,Predrag Rajković,24,1995-10-31,191,85,Serbia,Stade de Reims,French Ligue 1,1.0,79,84,20000,GK,Right,1,2,1,Medium/Medium,,,,,,
539,Vinícius,Carlos Vinícius Alves Morais,25,1995-03-22,190,83,Brazil,SL Benfica,Portuguese Liga ZON SAGRES,1.0,79,84,18000,ST,Left,1,3,3,High/Medium,75.0,80.0,57.0,75.0,41.0,83.0
540,J. Ward-Prowse,James Ward-Prowse,25,1994-11-01,173,66,England,Southampton,English Premier League,1.0,79,83,58000,CM,Right,2,3,3,Medium/Medium,60.0,72.0,85.0,77.0,66.0,67.0
541,N. Aké,Nathan Aké,25,1995-02-18,180,75,Netherlands,Manchester City,English Premier League,1.0,79,83,100000,CB,Left,1,3,2,Medium/High,74.0,53.0,70.0,71.0,81.0,76.0
542,Rui Silva,Rui Tiago Dantas da Silva,26,1994-02-07,191,91,Portugal,Granada CF,Spain Primera Division,1.0,79,83,23000,GK,Right,1,3,1,Medium/Medium,,,,,,
543,K. Mbabu,Kevin Mbabu,25,1995-04-19,184,83,Switzerland,VfL Wolfsburg,German 1. Bundesliga,1.0,79,83,44000,RB,Right,1,3,3,High/Medium,89.0,51.0,69.0,73.0,74.0,81.0
544,V. Lazaro,Valentino Lazaro,24,1996-03-24,180,76,Austria,Borussia Mönchengladbach,German 1. Bundesliga,1.0,79,83,37000,"RM, RWB, RB",Right,1,3,4,High/High,82.0,70.0,76.0,80.0,69.0,67.0
545,P. Gollini,Pierluigi Gollini,25,1995-03-18,194,94,Italy,Atalanta,Italian Serie A,1.0,79,83,40000,GK,Right,1,2,1,Medium/Medium,,,,,,
546,J. Denayer,Jason Denayer,25,1995-06-28,184,80,Belgium,Olympique Lyonnais,French Ligue 1,1.0,79,83,57000,CB,Right,1,3,2,Medium/High,75.0,42.0,63.0,68.0,79.0,80.0
547,A. Golovin,Aleksandr Golovin,24,1996-05-30,180,69,Russia,AS Monaco,French Ligue 1,1.0,79,83,48000,"CM, CAM",Right,1,4,4,High/Medium,80.0,72.0,79.0,83.0,67.0,68.0
548,Pablo Fornals,Pablo Fornals Malla,24,1996-02-22,178,67,Spain,West Ham United,English Premier League,1.0,79,83,41000,"LM, CAM, RM",Right,2,3,4,High/High,68.0,76.0,78.0,80.0,70.0,67.0
549,K. Dolberg,Kasper Dolberg,22,1997-10-06,187,84,Denmark,OGC Nice,French Ligue 1,1.0,79,83,39000,ST,Right,2,4,3,High/Medium,73.0,81.0,69.0,77.0,29.0,67.0
550,D. Dumfries,Denzel Justus Morris Dumfries,24,1996-04-18,188,80,Netherlands,PSV,Holland Eredivisie,1.0,79,83,18000,RB,Right,2,3,2,High/High,79.0,60.0,66.0,71.0,76.0,89.0
551,L. Paredes,Leandro Daniel Paredes,26,1994-06-29,180,75,Argentina,Paris Saint-Germain,French Ligue 1,1.0,79,82,78000,"CM, CDM",Right,2,4,4,Medium/Medium,68.0,70.0,80.0,78.0,75.0,79.0
552,Matheus,Matheus Lima Magalhães,27,1992-07-19,190,84,Brazil,SC Braga,Portuguese Liga ZON SAGRES,1.0,79,82,14000,GK,Right,1,3,1,Medium/Medium,,,,,,
553,Emerson,Emerson Palmieri dos Santos,25,1994-08-03,176,79,Italy,Chelsea,English Premier League,1.0,79,82,77000,LB,Left,2,2,3,High/Medium,81.0,63.0,70.0,79.0,75.0,64.0
554,M. Sanson,Morgan Sanson,25,1994-08-18,180,73,France,Olympique de Marseille,French Ligue 1,1.0,79,82,42000,"CM, CAM",Right,2,4,4,High/High,73.0,75.0,79.0,78.0,72.0,78.0
555,L. Dubois,Léo Dubois,25,1994-09-14,178,73,France,Olympique Lyonnais,French Ligue 1,1.0,79,82,57000,RB,Right,1,4,3,Medium/Medium,72.0,61.0,75.0,75.0,76.0,73.0
556,B. Santamaria,Baptiste Santamaría,25,1995-03-09,183,73,France,SC Freiburg,German 1. Bundesliga,1.0,79,82,27000,"CDM, CM",Right,1,2,3,Medium/Medium,60.0,64.0,73.0,76.0,75.0,74.0
557,J. Weigl,Julian Weigl,24,1995-09-08,186,72,Germany,SL Benfica,Portuguese Liga ZON SAGRES,1.0,79,82,13000,"CDM, CM, CB",Right,2,3,3,Medium/Medium,59.0,48.0,75.0,75.0,77.0,66.0
558,R. Bensebaini,Ramy Bensebaini,25,1995-04-16,186,82,Algeria,Borussia Mönchengladbach,German 1. Bundesliga,1.0,79,82,37000,"LB, CB",Left,2,3,3,Medium/Medium,69.0,57.0,71.0,74.0,77.0,80.0
559,Joan Jordán,Joan Jordán Moreno,25,1994-07-06,183,74,Spain,Sevilla FC,Spain Primera Division,1.0,79,82,30000,"CM, CDM, CAM",Right,1,4,4,Medium/Medium,65.0,75.0,79.0,77.0,67.0,75.0
560,E. Bailly,Eric Bertrand Bailly,26,1994-04-12,186,77,Ivory Coast,Manchester United,English Premier League,1.0,79,82,100000,CB,Right,2,3,3,Medium/High,74.0,42.0,58.0,62.0,79.0,79.0
561,E. Ávila,Luis Ezequiel Ávila,26,1994-02-06,172,81,Argentina,CA Osasuna,Spain Primera Division,1.0,79,82,40000,"ST, RM",Left,1,5,3,High/High,82.0,81.0,65.0,78.0,48.0,83.0
562,Odriozola,Álvaro Odriozola Arzalluz,24,1995-12-14,176,66,Spain,Real Madrid,Spain Primera Division,1.0,79,82,110000,RB,Right,1,3,3,High/Medium,78.0,52.0,71.0,77.0,75.0,65.0
563,E. Bardhi,Enis Bardhi,24,1995-07-02,172,64,North Macedonia,Levante UD,Spain Primera Division,1.0,79,82,26000,"LM, CM",Right,1,4,4,Medium/Medium,76.0,81.0,78.0,82.0,63.0,58.0
564,M. Sels,Matz Sels,28,1992-02-26,190,88,Belgium,RC Strasbourg Alsace,French Ligue 1,1.0,79,81,28000,GK,Right,1,2,1,Medium/Medium,,,,,,
565,J. Veretout,Jordan Veretout,27,1993-03-01,177,67,France,Roma,Italian Serie A,1.0,79,81,51000,"CDM, CM",Right,1,3,3,Medium/Medium,63.0,74.0,81.0,78.0,74.0,73.0
566,C. Coady,Conor Coady,27,1993-02-25,186,80,England,Wolverhampton Wanderers,English Premier League,1.0,79,81,76000,CB,Right,1,3,2,Low/High,47.0,58.0,75.0,66.0,79.0,75.0
567,W. Orban,Vilmos Tamás Orban,27,1992-11-03,186,87,Hungary,RB Leipzig,German 1. Bundesliga,1.0,79,81,50000,CB,Right,2,3,2,Medium/High,49.0,36.0,52.0,54.0,81.0,80.0
568,A. Izzo,Armando Izzo,28,1992-03-02,183,78,Italy,Torino,Italian Serie A,1.0,79,81,47000,CB,Right,1,4,2,Medium/Medium,65.0,33.0,48.0,64.0,82.0,74.0
569,T. Bakayoko,Tiemoué Bakayoko,25,1994-08-17,189,85,France,Chelsea,English Premier League,1.0,79,81,77000,"CDM, CM",Right,2,3,3,Medium/Medium,64.0,48.0,68.0,75.0,77.0,84.0
570,E. Mendy,Édouard Mendy,28,1992-03-01,197,86,Senegal,Stade Rennais FC,French Ligue 1,1.0,79,81,40000,GK,Right,1,2,1,Medium/Medium,,,,,,
571,N. Gudelj,Nemanja Gudelj,28,1991-11-16,187,73,Serbia,Sevilla FC,Spain Primera Division,1.0,79,80,30000,"CDM, CM",Right,2,2,3,Medium/Medium,63.0,70.0,78.0,70.0,75.0,84.0
572,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,26,1993-08-15,175,70,England,Liverpool,English Premier League,1.0,79,80,89000,CM,Right,2,4,4,High/High,79.0,74.0,78.0,83.0,67.0,73.0
573,M. Bizot,Marco Bizot,29,1991-03-10,193,85,Netherlands,AZ Alkmaar,Holland Eredivisie,1.0,79,80,12000,GK,Right,2,2,1,Medium/Medium,,,,,,
574,A. Mandi,Aïssa Mandi,28,1991-10-22,184,78,Algeria,Real Betis,Spain Primera Division,1.0,79,80,27000,CB,Right,1,3,2,High/Medium,67.0,46.0,74.0,70.0,80.0,75.0
575,Rafinha,Rafael Alcântara do Nascimento,27,1993-02-12,174,71,Brazil,FC Barcelona,Spain Primera Division,1.0,79,80,140000,"CM, CAM, RM",Left,2,4,4,High/Medium,69.0,76.0,79.0,84.0,68.0,61.0
576,G. Kondogbia,Geoffrey Kondogbia,27,1993-02-15,188,80,Central African Republic,Valencia CF,Spain Primera Division,1.0,79,80,40000,"CM, CDM",Left,2,2,4,High/Medium,69.0,74.0,75.0,77.0,79.0,88.0
577,Fernando,Fernando Lucas Martins,28,1992-03-03,173,66,Brazil,Beijing Sinobo Guoan FC,Chinese Super League,1.0,79,80,24000,"CDM, CM",Right,1,3,4,Medium/Medium,75.0,67.0,77.0,73.0,75.0,76.0
578,A. Schwolow,Alexander Schwolow,28,1992-06-02,190,84,Germany,Hertha BSC,German 1. Bundesliga,1.0,79,80,40000,GK,Right,1,3,1,Medium/Medium,,,,,,
579,M. Arnold,Maximilian Arnold,26,1994-05-27,184,74,Germany,VfL Wolfsburg,German 1. Bundesliga,1.0,79,80,46000,"CDM, CM",Left,2,2,3,High/Medium,66.0,80.0,78.0,77.0,73.0,73.0
580,R. Fraser,Ryan Fraser,26,1994-02-24,163,70,Scotland,Newcastle United,English Premier League,1.0,79,80,47000,LM,Right,1,4,3,High/Medium,88.0,72.0,76.0,81.0,46.0,60.0
581,Gabriel,Gabriel Appelt Pires,26,1993-09-18,187,82,Brazil,SL Benfica,Portuguese Liga ZON SAGRES,1.0,79,80,17000,"CM, CDM",Left,1,5,3,Medium/High,63.0,74.0,77.0,79.0,77.0,83.0
582,Omar Mascarell,Omar Mascarell González,27,1993-02-02,181,76,Spain,FC Schalke 04,German 1. Bundesliga,1.0,79,80,31000,"CDM, CM",Right,1,5,3,Low/Medium,63.0,61.0,72.0,77.0,75.0,73.0
583,J. Quintero,Juan Fernando Quintero Paniagua,27,1993-01-18,168,67,Colombia,,,,79,80,0,CAM,Left,2,2,4,High/Low,71.0,76.0,81.0,83.0,39.0,51.0
584,Samu Castillejo,Samuel Castillejo Azuaga,25,1995-01-18,182,67,Spain,Milan,Italian Serie A,1.0,79,80,42000,"RM, LM",Left,2,2,4,Medium/High,81.0,73.0,78.0,82.0,43.0,52.0
585,André Gomes,André Filipe Tavares Gomes,26,1993-07-30,188,84,Portugal,Everton,English Premier League,1.0,79,80,83000,"CM, CDM",Right,3,4,4,Medium/Medium,58.0,69.0,78.0,77.0,70.0,76.0
586,P. Max,Philipp Martin Max,26,1993-09-30,177,77,Germany,PSV,Holland Eredivisie,1.0,79,80,20000,"LB, LM",Left,1,3,3,High/Medium,81.0,67.0,78.0,75.0,71.0,72.0
587,Ricardo Horta,Ricardo Jorge da Luz Horta,25,1994-09-15,173,63,Portugal,SC Braga,Portuguese Liga ZON SAGRES,1.0,79,80,20000,"LW, RW",Right,1,3,3,Medium/Medium,78.0,77.0,76.0,82.0,42.0,58.0
588,Paulinho,João Paulo Dias Fernandes,27,1992-11-09,187,82,Portugal,SC Braga,Portuguese Liga ZON SAGRES,1.0,79,80,20000,ST,Left,1,4,3,High/Medium,67.0,78.0,64.0,74.0,45.0,81.0
589,A. Rebić,Ante Rebić,26,1993-09-21,185,78,Croatia,Milan,Italian Serie A,1.0,79,80,48000,"ST, CAM",Right,1,4,4,High/Medium,88.0,80.0,70.0,79.0,39.0,80.0
590,Borja Iglesias,Borja Iglesias Quintas,27,1993-01-17,187,86,Spain,Real Betis,Spain Primera Division,1.0,79,80,31000,ST,Right,1,3,3,High/Medium,66.0,78.0,64.0,73.0,35.0,80.0
591,R. Malinovskyi,Ruslan Malinovskyi,27,1993-05-04,181,79,Ukraine,Atalanta,Italian Serie A,1.0,79,80,58000,"CM, CF",Left,1,4,4,High/High,70.0,79.0,81.0,78.0,66.0,79.0
592,Quaresma,Ricardo Andrade Quaresma Bernardo,36,1983-09-26,175,67,Portugal,Vitória Guimarães,Portuguese Liga ZON SAGRES,1.0,79,79,11000,"RM, LM",Right,3,4,5,High/Low,74.0,72.0,81.0,83.0,24.0,62.0
593,Pepe Reina,José Manuel Reina Páez,37,1982-08-31,188,92,Spain,Lazio,Italian Serie A,1.0,79,79,30000,GK,Right,3,3,1,Medium/Medium,,,,,,
594,G. Ochoa,Francisco Guillermo Ochoa Magaña,34,1985-07-13,185,78,Mexico,Club América,Mexican Liga MX,1.0,79,79,34000,GK,Right,3,3,1,Medium/Medium,,,,,,
